Feature	population(CDR)	population(p-value)	AFR___GWD(CDR)	AFR___GWD(p-value)	AFR___ACB(CDR)	AFR___ACB(p-value)	AFR___GWD(CDR)	AFR___GWD(p-value)	AFR___LWK(CDR)	AFR___LWK(p-value)	SAS___BEB(CDR)	SAS___BEB(p-value)	AFR___ACB(CDR)	AFR___ACB(p-value)	AMR___PUR(CDR)	AMR___PUR(p-value)	EAS___CDX(CDR)	EAS___CDX(p-value)	EAS___KHV(CDR)	EAS___KHV(p-value)	EAS___CHS(CDR)	EAS___CHS(p-value)
Feature	0.8743333333333332	1.9801980198019802	1.115928369462771	0.1485148514851485	0.6037735849056604	0.9900990099009901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
